Splat,Category,Name,Dots/Xp,Essence,Type,Resonance,Flavor,System
Sidereal,Battles,Spirit-Binding Battle Pattern ,3,1,,War,"The Sidereal summons a prayer strip marked with the Scripture of the Maiden at War and burns  it; only the letters writ upon it survive as drifting smoke. She consecrates an upcoming battle as a  binding act of destiny, which summons and imposes that destiny upon a spirit of her choosing  through the power of those destinies concluded on the red altar of war.","Spend 3 Motes, 1 Willpower, and outline a battle plan for a group fighting under the  Sidereal’s leadership, or about to go into battle employing a tactical plan devised or advised by  her. The Sidereal must also name a spirit of up to Essence 5, which may be a god, ghost,  elemental, or demon, as she chooses. Up to one Sidereal of each of the other four castes can  cosign her prayer strip before burning it; each that does so adds 1 to the maximum Essence rating  of the summoned spirit.
The pool to summon and bind the spirit is rolled in a contest against the spirit’s Essence rating,  both at difficulty 6. The pool begins at 0 dice. One die is added for every Exalt who dies following the Sidereal’s battle plan. Whenever a group loses a point of Size following her plan,  that also adds another die. If a group is destroyed and slaughtered as it tries to flee, the pool gains  dice equal to its Size at the time of the dissolution. Once the Sidereal is satisfied with the pool’s  size, she may roll it.
If she beats the spirit’s successes, the spirit is bound to either complete a single task and then  seek no retribution, or serve the Sidereal loyally for a year and a day and then seek whatever  revenge it may desire. This binding cannot force a spirit to commit suicide or any act tantamount  to it, or to violate its Nature."
Sidereal,Battles,Storm’s Eye Stance ,3,1,,Melee,"The Sidereal conjures a crimson prayer strip marked with the Scripture of the One-Handed  Maiden and casts it into the air above her. The Sidereal’s surroundings darken, and she is  illuminated by the prayer strip which burns like a coal. By the blessings of war, any injury  inflicted upon her is also visited upon her foes.","Reflexively spend 2 Motes and select a number of enemies equal to the Sidereal’s  Essence rating as this Charm’s targets. For the next (1 + Essence rating) rounds, whenever the  Sidereal suffers damage, make a reflexive Essence roll against difficulty 6. Success causes the  same damage to be inflicted on the targeted enemies, which may be soaked as normal."
Sidereal,Secrets,Avoiding the Truth Technique ,1,1,,Lore,"The Sidereal ties threads of fate connected to the most horrible and unthinkable of things to a  statement she knows to be true, making that truth unthinkable. All who hear her speak become  convinced that she is lying.","Spend 1 Mote. All listeners become mortally certain the Sidereal is lying. If they know she is telling the truth (for instance, she says the sky is blue, and they can look up and clearly see  this is so), they can spend 1 Willpower to resist this Charm (antagonists lower their Resolve by 1  for the rest of the story). Otherwise, they will disbelieve the Sidereal even if their own  knowledge and senses argue otherwise."
Sidereal,Secrets,Efficient Secretary Technique ,1,1,,Investigation,"Upon learning this Charm, the Sidereal spits out a small jubilant spider sculpted from emerald  Essence. When asked to do so by the Sidereal, it scurries off along the threads of fate to find and  retrieve some fact, so long as that information is neither generally lost nor actively hidden. Five  seconds later, it whispers its answer in the Exalt’s ear.","The Sidereal rolls Intelligence + Investigation against difficulty 8, or spends 1 Mote to  automatically succeed. When not in use, the spider rests within the Sidereal’s Essence. Examples  of information the spider might retrieve would include the name of a local satrap or carpenter,  but not that of a mysterious masked bandit; how many years ago a widow lost her husband, but  not how many days ago Mnemon met with secret conspirators; the status of the war between  Lookshy and Thorns, but not the two sides’ plans for how to wage the conflict; the temperature  in Nexus, how many cattle a rancher owns, or how many miles must still be traveled before  arriving in Gem along one’s current course; but not the whereabouts of the Scarlet Empress, the  true identity of Walker in Darkness, or which Sidereals are conspiring with Rakan Thulio."
Sidereal,Secrets,Honorable Thief Spirit ,1,1,,Larceny,"To the eyes of any criminal, the Sidereal seems to have the virtues and qualities that best qualify  her for respect and admiration.",The Sidereal lowers the difficulty of all social interactions with criminals and outlaws  by –1.
Sidereal,Secrets,Mark of Exaltation ,1,1,,Occult,The Sidereal’s caste mark glows with an otherworldly light which illuminates dematerialized  beings and renders them tangible while touched by its radiance.,"Roll Perception + Occult against difficulty 7. Success activates this Charm for the rest  of the scene, making all dematerialized beings in the same zone as the Sidereal visible and  tangible. By reflexively spending 1 Mote, she can re-roll all social actions directed at gods,  elementals, demons, or ghosts for the rest of the scene, keeping the better result."
Sidereal,Secrets,The Methodology of Secrets ,1,1,,Lore,"The Sidereal becomes keenly sensitive to manipulation of the forces of destiny, prophecy, time,  and chance, and may strike out such unauthorized alterations.","When the Sidereal encounters another supernatural manipulation of the forces of  destiny (such as a Sidereal Astrology-crafted destiny another Sidereal unleashed, or an ongoing  Getimian Charm), she may reflexively roll Perception + Occult against difficulty 6 to recognize  the manipulation for what it is. Upon recognizing it, she may then spend 1 Mote and make a  contested Essence roll against the effect’s source. If she gains more successes, the destinymanipulating effect is destroyed and the Sidereal gains one point of Paradox. She cannot use the  Methodology of Secrets against her own Sidereal Astrology or Charms."
Sidereal,Secrets,Name Pilfering Practices ,1,1,,Larceny,"Quickly tugging on a string of fate, the Sidereal palms and pockets her target’s name. Not only  does she learn the individual’s true name, but while she holds onto it no one save the Exalt can  think or speak it.",The Sidereal’s target must be within arm’s reach. Roll Dexterity + Larceny against a  difficulty of the target’s Willpower rating. The Sidereal can keep hold of her target’s name for  (Essence rating) days per success.
Sidereal,Secrets,Of Secrets Yet Untold ,1,1,,Lore,"The Sidereal whispers in a hushed exhalation of Old Realm, imparting an ancient secret to an  earth elemental or god of the land, which the spirit may never repeat. In exchange, the spirit must  perform some favor for the Sidereal at a future date. The spirit knows the nature of the service it  must perform, but the Exalt does not.","Spend 2 Motes while interacting with an appropriate spirit. Until the spirit has  discharged its obligation, it must make a Willpower roll at difficulty 8 to initiate any hostile  action against the Sidereal."
Sidereal,Secrets,Research Assistant Invocation ,1,1,,Investigation,"Clapping her hands, the Sidereal causes a plant to grow into the likeness of a helpful scholar and  research assistant.","Spend 1 Mote. The assistant has an Expertise pool of 7 dice, a Utility pool of 2, and  Aptitudes in observation, investigation, academics, and research. It knows whatever languages  the Sidereal does. In dangerous situations, such as combat, it panics and reverts to the form of a plant. Otherwise, it remains a loyal assistant for five days."
Sidereal,Secrets,Subordinate Inspiration Technique ,1,1,,Stealth,"The Sidereal may whisper into the mind of those unaware of her presence, and they hear her  words as their own thoughts.","This Charm has no cost. It is only efficacious if the Sidereal is within one zone of the  target character, and if they in turn aren’t aware she’s present. Usually this means the Sidereal is  hiding by means of stealth, but it can also be used to, for example, whisper into the target’s mind  while disguised as a bird. Her whispers are not audible to others.
The target isn’t forced to act on the thoughts the Sidereal feeds him, but he does believe them to  be his own thoughts."
Sidereal,Secrets,Systematic Understanding of Everything ,1,1,,Lore,"Each night while the Sidereal sleeps, she dreams of what is, what was, and what might be. With  practice, she learns to filter these visions down to a useful few which will guide her when she  wakes.","Each day when the Sidereal awakens, she may assign a bonus dot to one of her  Abilities. This may not raise an Ability above 5."
Sidereal,Secrets,Terrestrial Circle Sorcery ,1,1,,Occult,The Sidereal has been initiated into the practice of sorcery. She can cast Terrestrial Circle spells  and enact sorcerous workings. Purchase of this Charm grants one shaping ritual and one  Terrestrial Circle spell.,See Chapter Eleven for rules on playing a sorcerer.
Sidereal,Secrets,Vibrations in the Spider’s Web ,1,1,,"Awareness,Investigation,Occult","Supernatural beings announce themselves as a trembling in the threads of fate around the  Sidereal. In time, she may even learn to discern the warm vibrations of one of the sun’s Chosen  from the fraying whipsaw motions of a Second Circle demon plowing through destiny’s design.","Reflexively spend 1 Mote. For the rest of the scene, the Sidereal becomes aware when  she stands in the presence of any supernatural being, though she doesn’t inherently know what  sort of supernatural being it may be. She can try to puzzle it out by rolling Perception +  (Awareness or Investigation) against difficulty 9, or difficulty 7 if she’s encountered this sort of  being in the past. If she also knows the Methodology of Secrets, then her Vibrations in the  Spider’s Web automatically identifies fate-manipulating supernatural beings without the need of  a roll."
Sidereal,Secrets,Celestial Circle Sorcery ,2,3,,Occult,The Sidereal has been initiated into the mighty workings of the Celestial Circle of sorcery. She  can cast Celestial Circle spells. Purchase of this Charm grants one shaping ritual and one  Celestial Circle spell.,See Chapter Eleven for rules on playing a sorcerer.
Sidereal,Secrets,Creation-Smuggling Procedures ,2,1,,Larceny,The Sidereal entwines herself in the solid and reliable weave of the mundane until it encases her  like armor.,"Whenever the character is the subject of any supernatural power that seeks to transform,  infect, taint, transport, or control her body or spirit, or to alter her destiny or her place in the  world (such as by magically altering her Backgrounds), she may reflexively spend 1 Mote and  roll Wits + Larceny against difficulty 7. Success deflects the hostile magic, protecting the  Sidereal completely, and immunizes her against repeated attempts to exert the same sort of  influence for the rest of the scene."
Sidereal,Secrets,Dream Confiscation Approach ,2,1,,Larceny,"Casually bumping into her target or otherwise making light contact, the Sidereal adroitly pockets  her victim’s dreams.","Upon making physical contact with the target, spend 1 Mote and roll Wits + Larceny  against difficulty 7. Success allows the Sidereal to steal the target’s dreams, and to keep them for  one day per success. This reveals to the Sidereal the target’s Nature, his greatest aspiration, and  his greatest fear. While a target’s dreams are missing, he cannot regain Willpower from rest, fulfilling his Nature, or from promoting any Intimacy related to a grand ambition; and he feels  listless and incomplete. The Sidereal can ransom a target’s dreams back before this Charm  concludes, if she wishes; the target doesn’t inherently know that there’s a time-limit on the  Sidereal’s custody of his dreams.
If used against one of the Fair Folk, this Charm inflicts aggravated damage equal to the successes  rolled."
Sidereal,Secrets,Embracing Life Method ,2,1,,Investigation,"The Sidereal plucks a prayer strip from the air bearing the Scripture of That Old Thing.  Impressing a question or curiosity upon it, she buries the prayer strip as though it were a seed.  Over the course of the next five days, it sets down roots and grows into a small mulberry tree.  Spirits of wood are drawn to visit it and leave beneath its branches small gifts and useful secrets.","Spend 4 Motes, 1 Willpower, and roll Charisma + Investigation against difficulty 8.  After five days, the Sidereal may return to harvest the tree’s bounty. For each success rolled, she  finds one gift and one bit of information useful in resolving her question or satisfying her  curiosity. Gifts are generally small trinkets she will find interesting or pleasant, but may  occasionally be truly useful objects. The spirits also generally leave a fair amount of useless  gossip and gaudy baubles."
Sidereal,Secrets,Marvelous Inclusion of Details ,2,1,,"Investigation,Lore","The Sidereal devises and oversees an intensive training regimen for a small group of students in  which she weaves a mystery into the skein of destiny. Those who come through the training are  vastly empowered by her tutelage, wise in the ways of enigmas.","The Sidereal spends an entire night consulting the stars, and then an entire day weaving  a customized mystery into the fabric of destiny, and spends 5 Motes, 1 Willpower. She must  then, within the next seven days, touch each student she wishes to put through the training,  spending 1 Mote per student. Students need not consent to this training or realize they are  undergoing it. The Sidereal may train up to (Essence rating) students at a time. Once she has  attached all the students she wishes to train to the destiny she’s woven, the Charm takes effect.
If used to train antagonists, the Charm unfolds in a largely narrative fashion, usually occurring over the course of a week, at the end of which they may gain a new appropriate Aptitude chosen  from among the following: Academics, crime, empathy, investigation, mysticism, observation, or  stealth. Once every other story, if they are Exalted, they can gain a new power relating to one of  those Aptitudes.
If used to train protagonists, this Charm either occurs during about a week of downtime, or  consumes a session of gameplay, as the group prefers, during which they are drawn into some  challenging military conflict. If they overcome it, then the next time they spend experience, they  may treat up to three of the following as Favored Attributes or Abilities (the Sidereal chooses  which when she devises the regimen): Intelligence, Wits, Awareness, Empathy, Investigation,  Larceny, Lore, Martial Arts, Occult, and Stealth. This discount applies both to buying Ability  dots and to buying Charms. This Charm cannot provide any benefit again until a protagonist has  spent experience points on something, and only provides a discount for one purchase (so if the  player has enough normal experience points banked to buy an Ability dot, and enough supernal  experience points banked to buy a Charm, she could only apply the discount to one or the other,  not both)."
Sidereal,Secrets,Of the Shape of the World ,2,1,,Larceny,"Averting her eyes from a truth that is, the Sidereal creates a truth that she wishes to see, and  weaves it into the flow of history.",The Sidereal may spend 1 Mote to lower the difficulty of a Sidereal Astrology effect  roll by –2.
Sidereal,Secrets,Sidereal Shell Games ,2,1,,Larceny,"The Sidereal calls the weave of events to hand, then deftly crosses her wrists and steals power  from another.","Select a target within line of sight, then reflexively spend 1 Mote and roll Wits +  Larceny against a difficulty of their Willpower. For each success, the Sidereal can steal one point  of one of the following values from the target and add it to her own for the rest of the scene: soak  dice, damage dice, or dice from a specific pool (such as Dexterity + Archery). Only one instance  of this Charm can be active at a time. If targeting an antagonist, it takes two successes to steal a  point of base damage or soak (which grants the Sidereal +2 base damage or soak), and dice must  be stolen from specific Aptitudes. Only one instance of this Charm can be active at a time, and  she cannot increase her rating by more than (Essence) dice."
Sidereal,Secrets,Tell-Tale Symphony ,2,1,,Occult,"Magic announces itself in the Sidereal’s presence as a series of chimes and tones that only she  can hear. With some practice, she can even learn to differentiate the sound of a sorcerous  working from an activated Solar Charm.","The Sidereal can roll Perception + Occult against difficulty 7 to survey the Essence of  the world around her. Depending on the number of successes rolled and the presence of anything  interesting to detect, she might uncover things like the radiance of a nearby Manse or Demesne, a  subtle but active spell or sorcerous working, or the fact that a ferocious amount of Essence was  spent in the area sometime recently. She can also discern particular tones and depths of Essence  if she has encountered them before, and thus might use this Charm to track a missing Circlemate  by the resonance of his passing."
Sidereal,Secrets,Transcendent Hatchet of Fate ,2,1,,Lore,"The Sidereal draws forth a prayer strip marked with the Scripture of the Maiden in Terror, then  watches it sink into her palm in a sickly hissing of green light, where it lurks as a portent of  terrible certainty. Later, she shows her palm to a chosen victim, and there he glimpses the  certainty of the future he most fears.","Spend 3 Motes. Upon showing her palm to someone, the Charm discharges. The  Sidereal names a hideous fate which she realizes will befall the target, and he knows it to be true.
Roll Intelligence + Lore against difficulty 9. The target loses a number of points of Willpower  equal to the successes rolled; antagonists lower their Resolve by that value for the rest of the  story.
While out-of-character, the Sidereal’s player names her target’s doom (subject to the Storyteller  affirming that the doom is possible), within the fiction of the world the Sidereal simply names a foreordained doom that she has no authorship over herself. This Charm freezes the target’s  agency over his own destiny, so that his own efforts cannot save him from causality’s funnel  toward this monstrous ending, but the actions of others can still turn the world from its course  and rescue him from this awful conclusion."
Sidereal,Secrets,Blinding the Boar ,3,1,,Stealth,"The Sidereal enwraps herself in the interstice of a thousand potential futures, obscuring the truth  of her existence. Though she remains clearly visible to all senses, it’s impossible to pick out any  of her features, understand what she’s saying, or tell precisely what she’s doing.","Reflexively spend 1 Mote and roll Manipulation + Stealth against difficulty 6. For one  round per success, the Sidereal’s existence is blurred, and any attempts to attack her or restrain  her, raise their difficulty by +2. If this would raise the difficulty above 9, attackers lose one  success from their rolls."
Sidereal,Secrets,Ceasing to Exist Approach ,3,1,,Stealth,"The Sidereal summons an emerald prayer strip marked with the Scripture of Absence, affixes it  to her chest, and ceases to exist. She becomes a different person of her own devising, existing  somewhere in the world. She reappears somewhere else, having become that new person,  complete with a home, relationships, possessions, and a history to support her new existence.","Spend 5 Motes. The Sidereal vanishes and ceases to exist, and while she does not exist,  no magic can identify her if it targets her through her identity rather than physical location.
The Sidereal’s new life may be any manner of being: mortal, Exalt, ghost, or even a god or beast.  She is transported through the weave of destiny to a place appropriate to begin her new  existence. She has 15 dots of Backgrounds supporting her new life. Those around her develop  memories and relationships to support the legitimacy of her existence. Thus, if she became an  Abyssal serving the Lover Clad in the Raiment of Tears, the living and dead of the shadowland  where she appears would recognize her and remember her; if she took the Allies Background,  other deathknights would view her as a boon companion; and so forth. The Lover, in theory,  would recognize her as a servant as well, but approaching her would be risky, as she is certainly  a sufficiently potent supernatural being to possess defenses against having her perceptions and  memories toyed with. The specifics of panoply-type Backgrounds are chosen by the Storyteller  rather than the Sidereal. She may choose to bedeck herself with potent artifacts, but destiny  decides which artifacts she manifests.
The Sidereal gains no new powers or abilities from her new life, but her existing Sidereal powers  disguise themselves as whatever sort of powers the kind of being the Sidereal pretends to be  ought to have. Those around her will ignore any inconsistencies in the Sidereal’s existence if she  offers up at least a flimsy excuse. Finally, the Sidereal’s Arcane Fate doesn’t obscure her new  identity.
The Sidereal may end this Charm at any time, and it automatically terminates if her anima flares or after five days. When this Charm ends, the Sidereal is plucked out of her false life and  returned back to a place appropriate for her true identity. Any panoply-type Backgrounds she  conjured as part of her identity’s cover story are subsumed back into the fabric of destiny."
Sidereal,Secrets,Conning Chaos Technique ,3,1,,Larceny,"The Sidereal conjures forth a prayer strip scribed with the Scripture of the Savory Maiden and  nails it to the air, where it periodically sheds a green light, then names a victim. The victim  briefly glimpses the prayer strip as the Sidereal trades his destiny to the Wyld in exchange for a  portion of Creation ceded back from the grip of chaos.","Name a target within 10 miles, reflexively spend 3 Motes, 1 Willpower, and roll  Manipulation + Larceny against difficulty 9. This Charm places a curse upon its victim for one  month per success. He is constantly considered to occupy the bordermarches of the Wyld, whose  effects can only intrude upon his own person, potentially twisting his mind or body. Fair Folk  and other denizens of the Wyld instinctively recognize the target as having been marked for  destruction by the grand processes of the Wyld, and are considered to be in the Wyld while  working mischief or aggression upon him.
Once per month, the victim may make an Intelligence + Lore roll against difficulty 8 to research  his curse, discovering particulars of its nature. One success causes him to realize that destroying  the prayer strip he glimpsed at the beginning of his curse will free him; three successes leads him  to realize that it was somewhere within 10 miles of his location when he saw it; and five  successes tells him exactly where it is.
Once the curse expires or the Wyld destroys its victim, the deep processes of chaos dimly realize  that they have been cheated; that Creation has gained more from this exchange than chaos has.  The dreams of the tribes of madness henceforth feature the Sidereal as a great enemy, with  increasing frequency and urgency the more often she uses this Charm."
Sidereal,Secrets,Of Horrors Best Unknown ,3,1,,Lore,"The Sidereal draws a net of Essence from within the weave of destiny, its strands thinner than the  space between a man and his shadow. That which the Sidereal casts the net across becomes  entangled in the skein of destiny, condemning it to a terrible misfortune of the Sidereal’s  devising.","Spend 2 Motes and roll Dexterity + Athletics against a difficulty of its target’s Defense  to cast the net. If it entangles its target — and the net is capable of snaring even ghosts and  similarly dematerialized beings — then the Sidereal may name a certain circumstance or criteria,  such as “so long as you continue to haunt this family” or “whenever you engage in battle.”  Whenever that circumstance applies, all dice pools to oppose the target lower their difficulty by  one, save for damage and soak rolls. This Charm’s effects last for the Sidereal’s Essence rating  in weeks."
Sidereal,Secrets,Of Things Desired and Feared ,3,1,,Lore,"This terrible Charm allows the Sidereal to burn a calcified path of certainty across the course of  destiny, forging many threads of causality into a blade that severs all other possibility—and  usually slashes the hands of the one wielding it.","The character spends 5 Motes, 1 Willpower and three hours in meditation, sending her  thoughts into the utmost depths of time and causality. She names a goal, and asks destiny by  what means she might achieve it. In response, she sees a clear course to victory and learns its  price, which might be anything from “a few bumps and bruises” to “the destruction of yourself,  of your Circle, of your legacy, of everything you hold dear, of everything that you see as good  and worth fighting for in the world, and more besides.” If the Sidereal chooses to pay this price, she automatically achieves her goal and suffers the  consequences of her choice; it is narratively resolved amidst the workings of other stories.
The path laid out by this Charm’s prophecies is rarely optimal. It is often possible that the  Sidereal might have triumphed at significantly less cost by relying upon her own efforts and  risking uncertainty. Used to resolve minor matters, this Charm’s costs are usually inconvenient.  Used to resolve the central struggles of a chronicle or an age, they are horrifyingly ruinous.
This Charm does have one substantial flaw: The Methodology of Secrets may sever its  certainties. Several Sidereals may band together to enact Of Things Desired and Feared in unison  to add together their Essence ratings as a form of insurance against such meddling, if they agree  to do so."
Sidereal,Secrets,Of Truths Best Unspoken ,3,1,,Lore,"Settling into meditation, the Sidereal casts her Essence deep into the annals of time and causality,  letting her awareness wind deep, deep, deep into the darkest tangles of destiny’s weave, in search  of those secrets the future knows but fears to acknowledge.","The character spends 5 Motes and three hours in meditation, casting through the threads  of the future for knowledge she seeks. She may make one Intelligence + Lore roll (difficulty 6)  to uncover some knowledge she desires as though consulting a comprehensive history of the  world penned on the last night of the Second Age. For example, seeking to intuit the Mask of  Winters’s next move, a Sidereal “researches” moments in the future where he is destined to  openly act. Five successes might lead tell her exactly what he’s planning (to decimate Lookshy  with millions of man-sized, flesh-eating flies hatched from the rotting hulk of Juggernaut), while  one would merely reveal that it has something to do with the great aurochs-sized maggots  feasting on the eternally rotting carcass of Juggernaut.
Use of this Charm deeply tangles the threads of destiny, and the Sidereal can employ it no more  than once per story."
Sidereal,Secrets,Walking Outside Fate ,3,1,,Stealth,"The Sidereal steps outside of the remit of causality altogether. She moves stealthily through the  world, not wholly a part of it. She may hide in the space between moments, the gap between a dog and its howl, the point where a man and his shadow are joined.","The character gains 1 Paradox. She cannot be tracked without perfect supernatural  means, nor detected by the senses of others who do not possess utterly flawless acuity. If she  attempts to interact with something inside of fate, such as by stealing an object, those nearby  may roll Perception + Awareness against difficulty 9; two successes allows them to glimpse the  Sidereal for the rest of the scene. Should she enact violence or flare her anima, this Charm ends;  otherwise, the Sidereal may walk outside of fate until she reflexively chooses to end this Charm."
Sidereal,Endings,Death-Parrying Stroke ,1,1,,Martial Arts,"In the last possible moment, the Sidereal interposes mere steel between herself and the end of her  life.","Once per scene, if an enemy’s deliberate attack would leave the Sidereal incapacitated,  it instead inflicts no damage."
Sidereal,Endings,Forgotten Earth ,1,1,,Athletics,The Sidereal momentarily severs the connection between herself and the ground.,"The Sidereal’s jumping distance and height is doubled. By reflexively spending 1 Mote,  the Sidereal may increase her jumping distance or height fivefold. In combat, she can easily  relocate to zones above her without recourse to complex movement."
Sidereal,Endings,Fortuitous Announcement ,1,1,,Occult,"Upon making some grand prediction or announcement, the Sidereal makes a dramatic gesture,  chopping through those threads of fate that enable doubt in her predictions.","Reflexively spend 1 Mote. Causality promptly produces some manner of highlyconvincing omen such as a flock of screaming raitons, an ominous crash of thunder, or a random  bystander being struck blind or cured or blindness to underscore the credibility of the Sidereal’s  pronouncement. The omen is always in line with the declaration; if she declares that a certain  course of action is inauspicious, some dire fate befalls the first person to doubt her. If she  declares that it is timely to depart, then the clouds part and a row of sunbeams illuminate the  road."
Sidereal,Endings,Hungry Touch ,1,1,,"Athletics,Craft","The Sidereal touches an object and abridges its destiny, bringing about its conclusion.","The character touches an object no larger than a wagon, spends 1 Mote, and rolls  Intelligence + (Athletics or Craft) against difficulty 7. Success causes the object to age by years  or decades in a matter of moments. The Sidereal chooses how much or how little time ravages  the object. If she accumulates at least three successes, even very sturdy and enduring objects  such as a steel vault door may be rotted into nothing more than dust or flakes of rust."
Sidereal,Endings,Inexorable Advance ,1,1,,Athletics,"Eliding the moments of her own life between footsteps, the Sidereal may move without motion.","The Sidereal concentrates for a turn, then rolls Wits + Athletics against difficulty 6.  Success lets her instantly move up to one zone per success. This isn’t teleportation per se; the  Sidereal “merely” omits all of the moments between the beginning and end of her movement. As  a result, she can go anywhere she could have reached through normal movement given sufficient  time, but cannot, for example, blink from the inside of a prison cell to the hallway outside."
Sidereal,Endings,Peaceable Conclusion ,1,1,,Medicine,The Sidereal may sever those unnatural ties that allow death and life to commingle.,"Reflexively spend 1 Mote upon striking an animated corpse and roll the Sidereal’s Essence against its Essence rating, both at difficulty 6. If the Sidereal’s successes equal or  exceed those of the target, whatever force animates it ceases to have any power to do so. A  possessing nemissary is forced from its body, while the magic that animates a spine chain or  zombie loses all potency. If used against a group of walking dead, this Charm causes the  underlying attack to inflict aggravated damage."
Sidereal,Endings,Precedent-Summoning Feit ,1,1,,Bureaucracy,"While arguing a legal or other technical point, the Sidereal reaches into the pages of history and  draws forth a precedent that supports her position. It may be very old, and it may be very  obscure, but it is inevitably genuine and lends credence to her efforts.","The Sidereal may re-roll any failed Bureaucracy, Lore, or Socialize roll, so long as that  roll is an attempt to take action (as opposed to looking up information in a library)."
Sidereal,Endings,Prior Warning ,1,1,,Awareness,"The Sidereal’s awareness constantly probes the near future, warning her of impending danger.","Spend 1 Mote and roll Perception + Awareness against difficulty 6. This Charm lasts a  number of hours equal to the Sidereal’s Essence rating. For each success rolled, she gets one  minute of advance warning when she is about to be in danger, as well as an awareness of the  nature of the danger (“In three minutes, a demon is going to leap off of a roof and attempt to bite  your throat out.”). If no successes are rolled, the warning comes only a turn in advance."
Sidereal,Endings,Smooth Transition ,1,1,,Medicine,"With but a gentle touch, the Sidereal enables a peaceful and painless transition between life and  death.","Spend 1 Mote while touching the Charm’s subject. The Charm instantly and painlessly  kills any Incapacitated or dying target, as well as anyone who wishes to die. If used on a corpse  laying upon the naked ground, it sinks into the earth, quietly arranging for its own burial. No one  slain by this Charm ever lingers as a ghost."
Sidereal,Endings,Terminate Illness ,1,1,,Medicine,"The Sidereal makes the Lesser Sign of the Corpse against the spirit of an illness, bringing that  disease to an end.",Spend 1 Mote. The Sidereal’s target is immediately cured of one disease or sickness.
Sidereal,Endings,Wise Choice ,1,1,,Awareness,"When confronted by many choices, the Sidereal may evaluate the future to learn which is most  immediately beneficial.","Reflexively spend 1 Mote to learn which of an array of options will lead to the best  short-term outcome. This Charm only evaluates the immediate future, not long-term or  cumulative repercussions; for example, a Sidereal who uses it to win every game of chance in a  casino is likely to be quickly kicked out of the building as the management comes to suspect her  of cheating."
Sidereal,Endings,Blade of the Violet Bier ,2,1,,Martial Arts,The Sidereal cuts away the swift conclusion of her empowering by the workings of destiny.,"Reflexively spend 1 Mote, 1 Willpower. When the Sidereal uses Excellence of the  Starry Vault to add dice to an Ability, she adds dice to it for the rest of the scene rather than (1 +  Essence rating) rounds."
Sidereal,Endings,Burn Life ,2,1,,Athletics,The Sidereal burns hours from the ordained duration of her life to suffuse herself with short-term  power.,The difficulty of feats of strength to lift or break something are lowered by –3. The  Sidereal may reflexively spend 1 Mote to cause her unarmed attacks to gain a base damage of 7B  for the rest of the scene and to cause her soak rolls to ignore the rule of 1s.
Sidereal,Endings,Conclusive Wisdom ,2,1,,"Awareness,Stealth","The Sidereal protects herself with a shroud of inevitability to which she is quite accustomed, but  which other beings shudder to confront. Whenever someone tries to supernaturally glean the  Sidereal’s secrets, such as by reading her mind or forecasting her future, they instead see only a  prayer strip floating in the darkness before their eyes, which slowly blooms with pungent violet  flowers, which in turn unfold into a terrible vision of the spy’s ultimate demise.","The Sidereal may reflexively pay 1 Mote when she is subjected to scrying, mindreading, soul scrutiny, and similar magic, and make a Wits + Awareness roll against a difficulty  of the scrutinizer’s Willpower rating. The spy is blocked from learning anything about the  Sidereal, and loses one point of Willpower per success rolled (or lowers their Resolve for the rest  of the current story), as the prophecy of their final destruction shakes them to their core. Worse,  as the vision-petals wilt and fall away, so too do all details of their foreseen death, leaving  behind only a terrible feeling of hopelessness, but no details with which to work to avert it."
Sidereal,Endings,End Debate ,2,1,,Bureaucracy,"The Sidereal calls forth a prayer strip marked with the Scripture of the Maiden’s Promise and  casts it to the ground, where it explodes in a burst of amethyst light. Silence falls in its wake as  those who witness the eruption realizes that all has already been said, and that it is time for  action.","Spend 1 Mote, 1 Willpower. This Charm instantly ends a debate, bringing it to whatever  its natural conclusion would have been; the participants proceed to a vote or drop the matter as  causality dictates. Alternately, this Charm may stop a bureaucratic process cold, severing all  futures in which it moves forward so much as a single bit for the rest of the current story."
Sidereal,Endings,Expected Pain ,2,1,,Awareness,"The Sidereal becomes acutely attuned to one form of misery, the better to safeguard herself  against it.","Name one variety of misfortune upon learning this Charm, such as “being attacked,” “being betrayed,” “being poisoned,” “suffering the death of a loved one,” or “being humiliated.” Whenever this misfortune is about to befall the Sidereal, she becomes supernaturally aware of  the fact with just enough time to prevent its occurrence by swift and decisive action — assuming  she can immediately figure out what that action ought to be."
Sidereal,Endings,Metal Storm ,2,1,,"Martial Arts,Melee","The Sidereal folds together memory, prophecy, and effort to strike a threefold blow against her  enemy.","Upon attacking and damaging a foe with a Martial Arts or Melee attack, the Sidereal sets up a destined repetition. If she successfully strikes the same foe on her next turn, reduce the  difficulty of the damage roll by one. If she does so again on the round after, reduce the difficulty  of the damage roll by two. This sequence resets after three attacks."
Sidereal,Endings,Icy Hand ,2,1,,Bureaucracy,"The Sidereal crystallizes a narrow array of possible futures as she touches an officer of a  bureaucracy or similarly formal organization, making it impossible for them to succumb to  corruption or graft in the course of their duties.","Touch the target, spend 1 Mote, and roll Charisma + Bureaucracy against a difficulty of  their Willpower rating. They are compelled to perform their duties honestly for one day per  success rolled."
