Splat,Category,Name,Dots/Xp,Type,Resonance,Flavor,System
DragonBlooded,Water,Returning Wave Counterstrike ,3,,"Brawl,Martial Arts,Thrown","Accepting the forces turned against her, the Exalt may send them back against her attacker.","Spend 1 Mote reflexively to activate this Charm. Until the end of the current round, the Exalt reflexively counterattacks in response to every attack launched against her: For every 1 rolled on attacks directed against her, the attacker must soak two levels of damage of a type appropriate to the Dragon-Blood’s currently-equipped weapon after the attack resolves, if they are within striking range of that weapon. This Charm can’t deal out more damage in response to an attack than lower of (the Dragon-Blood’s Essence rating + 2) or the Ability governing the weapon she is fighting with."
DragonBlooded,Water,Thoughtful Gift Technique ,3,,"Bureaucracy,Investigation,Larceny","Minutely examining the situation she finds herself in and the eddies of her subject’s Essence, the Exalt intuits the precise gift or offering that would ease her way forward.","Spend 2 Motes and roll Perception + (Bureaucracy or Larceny) against a difficulty of the target’s Willpower. Success reveals what bribe, flattery, or gift will induce the target to agree to a particular thing that the Dragon-Blooded desires from them. Thoughtful Gift Technique does nothing to help procure or produce the gift in question."
DragonBlooded,Wood,Aspect-Blessed Companion ,1,,"Ride,Survival","The Dragon-Blood’s familiar is not only immune to damage from her anima flux, it also manifests an extension of her anima when she flares.","The character must have the Familiar Background to use this Charm. Her familiar is immune to damage from her anima flux, and when she flares her anima, the familiar is also surrounded in a roaring anima flux if she wishes it to be so. This is an extension of her own flux, and so uses her traits and any Charms that might be modifying her anima flux. This flux cannot harm the Exalt."
DragonBlooded,Wood,Blossom Hides Thorns ,1,,Performance,"Nature is a constant dance of life and death, but most observers see only the tranquility of the glade. So it is with the struggles of the Dragon-Blooded, who may conceal a vicious sword duel with a deathknight as a romantic waltz or bit of good-natured roughhousing.",Reflexively spend 1 Mote to entangle a scene of supernatural violence in a concealing shroud of Essence that weaves it into the normal goings-on of the world. Mortals cannot perceive the battle as anything supernatural or even truly threatening unless they suffer a direct injury from it. Essence-users must succeed at a difficulty 8 Perception + Awareness roll to notice what’s really happening.
DragonBlooded,Wood,Disease-Banishing Technique ,1,,Medicine,"By infusing a patient with the Essence of the good and growing Earth throughout the course of a treatment, the Dragon-Blooded empowers them to throw off any disease.","After a holistic regimen of traditional remedies lasting several hours, the DragonBlooded’s patient makes a Stamina + Resistance roll against difficulty (9 – the Exalt’s Medicine rating), adding one die for each Mote the Exalt spends on this Charm (if any). If the illness is considered incurable by mortal medicine, this inflicts a –3 dice penalty. A single success cures whatever ailment they are being treated for. This Charm cannot cure the Great Contagion."
DragonBlooded,Wood,Grasping Vine Shot ,1,,"Archery,Thrown","The Exalt threads the Essence of wood into a projectile. When it strikes home, a sturdy vine-rope flashes into existence, stretching between it and the hand of the Exalt who launched the projectile.","Reflexively spend 1 Mote when throwing a weapon or shooting an arrow. The vine is sturdy enough to bear the weight of up to (Essence rating) people, and will not pull a throwing knife or arrow out of whatever surface it has lodged in unless that is the Exalt’s intent. If the attack struck an opponent, then the Exalt may reflexively pull them one zone toward her by winning a contested Strength + Athletics roll (both at difficulty 6)."
DragonBlooded,Wood,Harvest of the Hunter ,1,,"Archery,Melee",Nature itself abhors the thought of the Dragon-Blooded ever being caught helpless and unarmed by her enemies. At any time she can reach into a nearby plant or wooden object and draw forth both weapon and ammunition with which to fight,"Spend an action to retrieve one of the following from any plant or wooden object or surface larger than the Exalt’s fist: A wooden Martial Arts or Melee weapon; a bow, strung with springy vines; a bundle of arrows sufficient to keep the Exalt stocked with ammunition for one battle. These weapons and arrows sublimate back into Essence at the end of the scene."
DragonBlooded,Wood,Hidden Petal Aria Method ,1,,Performance,"As beautiful flowers may conceal deadly poison, so the Dragon-Blooded’s performance contains concealed messages for select members of her audience.","Spend 1 Mote while enacting a live performance to embed a secret, hidden message inside the words, motion, or music. This hidden message can only be discerned by those the Dragon-Blooded intends to address it to."
DragonBlooded,Wood,Seed-Planting Lessons ,1,,Lore,"When the Exalt teaches or trains someone else, she may quietly embed hidden lessons into her students’ curriculum which later bear useful fruit.","This Charm is used when the Dragon-Blooded grants extended and complex instruction to another person or group of people. Giving someone instructions on how to get to the nearest teahouse isn’t sufficient to employ Seed-Planting Lessons. Teaching a farmboy how to use a sword, tutoring a young sorcerer in a new spell, or instructing a group of physicians in the proper treatment of a foreign disease — these are the sort of investments the Charm requires: instruction that will permanently improve its recipient.
After the period of tutelage finishes, recipients must make a Willpower roll against difficulty 8.
Failure causes them to form a temporary Intimacy of the Dragon-Blooded’s choosing, which persists until (tutor’s Essence rating) stories have concluded."
DragonBlooded,Wood,Sweeten-the-Tap Method ,1,,Socialize,"The Exalt exhales a pulse of Essence into a social affair, making all drink in her vicinity much richer in flavor, and powerfully intoxicating if it was not already so.","Spend 1 Mote. All potable liquids within one zone of the Exalt are affected for the rest of the scene. Even plain water becomes sweet and refreshing, while coarse wines take on the refines character of well-aged stock from a fine vineyard. Enchanted drink becomes strongly intoxicating: anyone who partakes of it treats their Willpower rating as being two lower than its true value until they next go to sleep."
DragonBlooded,Wood,Talented Improvisation ,1,,"Performance,Socialize","So bright is the Exalt’s smile, so ringing her laughter, so disarming her mannerisms that she can smoothly recover from any misstep or mistake.","Should the Dragon-Blooded botch or fail at any social roll, she may spend 1 Mote to attempt to re-roll it once."
DragonBlooded,Wood,Trail-Concealing Measure ,1,,"Stealth,Survival","The world tidies itself in the Dragon-Blooded’s wake, making it nearly impossible to tell where she has passed.","Make a Wits + Survival roll against difficulty 4, or spend 1 Mote to bypass the need to roll. Henceforth, anyone trying to track the Exalt across the route she takes for the next several hours does so at difficulty 9. This Charm may only be attempted without spending Motes once per day."
DragonBlooded,Wood,Wild-Wandering Forester Style ,1,,Survival,"Nature welcomes the return of the Dragon-Blooded. Predators avoid her, and the wilderness offers up shelter and bounty for the taking.","The Dragon-Blooded makes all Survival rolls to remain safe, comfortable, and fed in the wilderness at difficulty 3. By spending 1 Mote, she becomes immune to environmental damage from extreme weather or temperatures (but not actual flames, lava, etc) for one day."
DragonBlooded,Wood,Aegis of Grasping Branches ,2,,"Athletics,Martial Arts,Melee,Survival","While the Exalt is surrounded by branches, brambles, or other foliage, she may instinctively move in tune with the living things around her, guiding her opponents’ attacks to strike trunk and branch rather than her own flesh.","While within a heavily wooded zone such as a forest or garden, all attacks directed against the Exalt suffer a –2 dice penalty. By reflexively paying 1 Mote, she may also subtract one success from all such attacks for the next (1 + Essence rating) rounds."
DragonBlooded,Wood,Enchanting Performance ,2,,Performance,"Over the course of an intimate, one-on-one artistic performance, the Dragon-Blooded lulls her target into a suggestive state, and may plant commands deep into their psyche.","Spend 2 Motes and roll Appearance + Performance against a difficulty of the target’s Willpower rating. One or two successes will allow the Dragon-Blooded to command her target to do anything that doesn’t seem tremendously unusual or out of character. With three or four successes, she can command the target to do anything that doesn’t endanger themselves or a loved one. With five or more successes, the target will risk his life and the lives of others at the Exalt’s command.
Enchanting Performance cannot hypnotize a target into harming or killing himself, compel him into certain death, or force him to betray his Nature. It also can’t create indefinite orders like “mail me a letter every week telling me what Mnemon is doing.” Any lingering orders fade after a year has passed. Protagonists targeted by this Charm may spend 1 Willpower to escape its effects for a scene if they can cite an Intimacy that it is forcing them to act against. Spending a number of points of Willpower equal to the Exalt’s Essence rating breaks the Charm’s hold."
DragonBlooded,Wood,Bounty of Sextes Jylis ,2,,"Athletics,Awareness,Performance,Socialize",The Dragon-Blooded may fill herself with the boundless energy of life itself when surrounded by nature and growing things.,"When surrounded by plant life (whether in a forest, park, or greenhouse), the DragonBlooded adds one bonus die to all rolls based on Strength, Stamina, Charisma, Manipulation, or Perception."
DragonBlooded,Wood,Life-Swelling Sap Strike ,2,,"Archery,Thrown","In the hands of the Dragon-Blooded, wood is not merely a hard substance suitable for cracking skulls or shaping into arrows, it is a vector for life itself, and thus inimical to the Unquiet.","Reflexively spend 1 Mote when wielding a wooden weapon. For the rest of the scene, it inflicts aggravated damage to Unquiet targets, causing their flesh to untwist into fresh flowers and to transform into knotted roots."
DragonBlooded,Wood,Poisoned Tongue Technique ,2,,"Linguistics,Socialize","The Exalt may release her Essence to corrode, confuse, or corrupt the course or context of a discussion, twisting it out of true to serve her needs.","Spend 1 Mote during a scene of conversation, debate, oratory, or any other occasion where words are being spoken. The Dragon-Blooded must roll Wits + Linguistics against difficulty 7. Each success allows her to implement one of the following changes: • Alter the mood of the conversation (to one of confusion, flirtatiousness, or dismay, for example).
• Alter the primary topic of the conversation (from a formal response to new aggressions by Mask of Winters to a certain person’s all-too-public infidelities).
• Alter the way a certain speaker is coming off to others involved (as heroic, cowardly, or crude and offensive, for example).
Supernatural beings may make a reflexive Willpower roll against difficulty 8 to realize someone is tampering with the course of the discussion."
DragonBlooded,Wood,Swallows Defend the Nest ,2,,"Archery,Thrown","Guided by an unerring instinct to protect life, the Dragon-Blooded may send forth deadly projectiles to protect herself or another, parrying attacks with knives or arrows.","Reflexively spend 1 Mote in response to an attack against anyone in range of the Exalt’s weapon, and roll Dexterity + (Archery or Thrown). The attack’s difficulty is increased by one per success rolled. If and when this would drive the attack’s difficulty above 9, each success subtracts one die from the attacker’s pool. The Exalt’s roll is normally made against difficulty 7, but if parrying with wooden projectiles such as arrows or throwing batons, roll against difficulty 5. The Exalt may make one such deflecting shot per round for a number of rounds equal to (1 + her Essence rating)."
DragonBlooded,Wood,Three String Swordsman ,2,,Performance,The Exalt may transform music into both weapon and shield.,"Reflexively spend 1 Mote to activate this Charm for the rest of the scene. So long as the Exalt carries some musical instrument and plays it, she is considered armed for battle. She may parry attacks by playing particularly loud and aggressive notes, causing blades to turn aside from her flesh and arrows to tumble from the air. She may conjure phantasmal attacks made of pure sound, which take the form of phantom flights of arrows, slashing blades, or charging beasts.
While using this Charm, the Exalt may calculate her Parry as (3 + Performance). Her instrument is a ranged weapon using Dexterity + Performance, with a base damage of 6L, capable of attacking up to two zones away. Upon activating this Charm, she must decide whether she wants to gain the benefits of the sword and board fighting style (in which case her Parry gains a +1 bonus), or the two-handed fighting style (in which case her musical attacks inflict 7L base damage).
Other Charms consider attacks made with Three String Swordsman to be Archery or Thrown attacks, and if another Charm demands an Archery or Thrown roll while this Charm is active, Performance may be substituted in their place."
DragonBlooded,Wood,Quarry Revelation Technique ,2,,Survival,"The Dragon-Blooded can read the shape her quarry leaves in the world; it is as though the land, the plants, the air itself conspire to lead her to her prey.","Once the character finds some evidence of a trail to follow, her player may spend 1 Mote to perfectly track the target for the next 24 hours. No roll is needed."
DragonBlooded,Wood,Wilds-Stalking Ways ,2,,Survival,"The Exalt attunes her Essence to the natural world, becoming an instinctive stalker and killer.","While within a natural environment, or while surrounded by abundant plant life in an urban environment, the Dragon-Blooded may substitute Survival in place of her Stealth and Athletics Abilities. By reflexively spending 1 Mote, she ignores all movement, environmental, and complex terrain penalties due to natural terrain complications or thick foliage, and also lowers the difficulty of all attempts to conceal herself while within a natural or vegetation-heavy environment by –1."
DragonBlooded,Wood,Wound-Closing Touch ,2,,Medicine,"The Dragon-Blooded’s ministrations fortify the burgeoning life within her patient, urging his flesh to recover in record time.","After a mere scene of treating and ministering another character, the Dragon-Blooded may spend 1 Mote and roll Intelligence + Medicine (difficulty 6). For each success, her patient converts one level of lethal damage into a level of bashing damage, or heals one level of bashing damage altogether."
DragonBlooded,Wood,Blossoms of the Hanging-Tree ,3,,"Occult,Survival","A wind blows between worlds, stirring otherworldly petals from within the Exalt’s anima. While her enemies touch these petals or smell their fragrance, they are afflicted by a weakening poison.","While the Exalt’s anima banner is burning, her player may invoke this Charm by either using an action and rolling Charisma + Survival against difficulty 8, or reflexively spending 1 Mote. All enemies within one zone of the Exalt are afflicted by the petals’ poison for as long as the character’s anima remains active and they remain in an affected zone, suffering a –3 dice penalty to all pools."
DragonBlooded,Wood,Dread Infection Strike ,3,,"Archery,Medicine,Melee","The Exalt insinuates a thread of poisoned Essence into an attack, causing any wound it might inflict to fester.","Spend 1 Mote and make an attack that inflicts lethal or aggravated damage. If the target suffers damage, then the next time they heal from their injuries and remove a wound from their health track, they must make a reflexive Stamina + Resistance roll against difficulty 9. If they fail, their injuries do not heal and they suffer another level of lethal damage. This sequence repeats itself each time they try to remove a wound from their health track, until they finally succeed at the roll or succumb to their infected wounds."
DragonBlooded,Wood,Elemental Halo’s Mercy ,3,,"Empathy,Ride","The Dragon-Blooded, through careful practice and refinement, learns to modulate her anima flux so that it discriminates between friend and foe. This visibly changes the texture and motion of her anima, making it calmer and clearer in those moments when she suppresses her flux’s destructive power. Few Dynasts bother with the rigorous meditative training necessary to learn this Charm, instead expecting the world to get out of their way once their blood is up. It is more favored in Lookshy and Prasad. Lookshy cannot afford to depend wholly upon its alliance with the Marukani to answer its needs for heavy cavalry, while in Prasad mastery of this Charm is regarded as a sign of advanced spiritual cultivation. To permit a mortal to breathe in one’s spiritual aura without being destroyed by it is to bestow a priceless blessing.","The Dragon-Blooded no longer damages anything with her anima flux that she does not mean to destroy, allowing her to perform selective miracles such as sparing her mount while still lashing her foes with bristling Essence-thorns."
DragonBlooded,Wood,Most Beneficent Seed of the Five Dragons ,3,,"Empathy,Medicine,Survival","Through the most careful cultivation of her Essence, the Dragon-Blooded awakens the seed of the other four elements within her soul.","By spending ten minutes in absolute meditation and spending 1 Mote, the DragonBlooded may change her aspect to that of a different element for 24 hours. She exchanges her anima power for that of her new aspect, adjusts her aspect affinity accordingly, and all of her Charms treat her as though her assumed aspect was her native one. She retains her usual Aspect Abilities."
DragonBlooded,Wood,Purity of Mind Method ,3,,"Empathy,Medicine","The Exalt may carefully infuse her Essence into a patient, smoothing out damage done to the psyche by trauma or hostile magic.","Spend 2 Motes, spend an hour slowly realigning the patient’s Essence flows with a holistic treatment combining elements of acupuncture, deep-muscle massage, and efficacious incense, and make a contested roll of Intelligence + Medicine against the patient’s Willpower (both at difficulty 8). If the Dragon-Blooded gains more successes, she may cleanse her patient of one Derangement (see p. XX) or remove the effects of one incident of mind or emotion- influencing magic, such as Hypnotic Tongue Technique (see p. XX) or Memory-Reweaving Discipline (see p. XX)."
DragonBlooded,Wood,Ravenous Thorn Technique ,3,,"Archery,Melee","Imbuing a wooden weapon with the febrile Essence of unchecked growth, the Dragon-Blooded fills her target’s flesh with rapidly-expanding roots and thorns that relentlessly seek the heart.","Reflexively spend 1 Mote when making an attack with a wooden weapon. If it inflicts any damage, then the target must soak a level of automatic lethal damage at the beginning of each turn for a number of turns equal to twice the Dragon-Blooded’s Essence rating."
DragonBlooded,Wood,Spring Follows Winter ,3,,"Archery,Martial Arts,Thrown",The Exalt’s attacks express the same certainty as the turning of the seasons.,"Reflexively spend 1 Mote to gain the following benefit for the Exalt’s next (Essence rating) attacks: Roll the attack twice and keep the better result; if it strikes its target, also roll for damage twice and keep the better result. If the Exalt hasn’t expended this Charm’s magic by the end of the scene, it dissipates."
